Implemented,study-id,result-id,Coded?,Result description,Relevant claim,Claim in abstract,Research question importance,Location in paper,Region of qualitative similarity,Individual-level,Population variable,Estimation method,Design,Stata cmd,Time index,Geographic index,Other indices,Notes
1,brollo-2013,fpm-school,1,The Effect of actual FPM transfers on the fraction of opponents average years of schooling,"The empirical evidence shows that larger transfers increase observed corruption and reduce the average education of candidates for mayor // ; Table 9 reports the IV estimates, where the coefficients refer to actual FPM transfers. In all of these tables, larger (theoretical or actual) transfers lead to a deterioration in the average quality of the opponents—as measured by their education—and to an increase in the probability that the incumbent is reelected. In particular, according to the IV estimates in Table 9 for the entire sample (thresholds 1–7), an increase in actual FPM transfers equal to one standard deviation (R$12.64 hundred thousand in this large sample on political selection) translates into a 23 percent reduction in the fraction of opponents with a college degree, an 8 percent reduction in their average years of schooling",1,Co-Primary,"Table 9, column 3, Coeff of Overall effect","negative, significant",,pop,IV,Panel,ivreg2,,,,
1,lundqvist-2014,grant-publicemp,1,The Effect of grants on local public employment,"Our robust conclusion is that grants do not stimulate local public employment. // To start with the results for total personnel, it is clear from the first three rows of Table 3 that there is, in fact, no overall effect of grants.",1,Primary,"Table 3, column 1, coeff of Total personnel",insignificant,,pop,2SLS,Panel,ivreg2,year,municipal,,
1,lundqvist-2014,grant-adminemp,1,The Effect of grants on * personnel,"When disaggregating the total effect by sector, we find that personnel in the traditional welfare sectors are unaffected, a conclusion which applies to both publicly and privately employed in these sectors. The only positive and statistically significant effect of grants is that on administrative personnel // The only positive, statistically significant effect is the one on administrative personnel, for which the estimates are around 0.03–0.04.",1,Secondary,"Table 3, column 1, coeff of Administrative personnel","positive, significant",,pop,2SLS,Panel,ivreg2,year,municipal,,
1,lundqvist-2014,grant-childcareemp,1,The Effect of grants on * personnel,"When disaggregating the total effect by sector, we find that personnel in the traditional welfare sectors are unaffected, a conclusion which applies to both publicly and privately employed in these sectors. The only positive and statistically significant effect of grants is that on administrative personnel // The only positive, statistically significant effect is the one on administrative personnel, for which the estimates are around 0.03–0.04.",1,Secondary,"Table 3, column 1, coeff of Child care personnel",insignificant,,pop,2SLS,Panel,ivreg2,year,municipal,,
1,lundqvist-2014,grant-schoolemp,1,The Effect of grants on * personnel,"When disaggregating the total effect by sector, we find that personnel in the traditional welfare sectors are unaffected, a conclusion which applies to both publicly and privately employed in these sectors. The only positive and statistically significant effect of grants is that on administrative personnel // The only positive, statistically significant effect is the one on administrative personnel, for which the estimates are around 0.03–0.04.",1,Secondary,"Table 3, column 1, coeff of School personnel",insignificant,,pop,2SLS,Panel,ivreg2,year,municipal,,
1,lundqvist-2014,grant-elderlycareemp,1,The Effect of grants on * personnel,"When disaggregating the total effect by sector, we find that personnel in the traditional welfare sectors are unaffected, a conclusion which applies to both publicly and privately employed in these sectors. The only positive and statistically significant effect of grants is that on administrative personnel // The only positive, statistically significant effect is the one on administrative personnel, for which the estimates are around 0.03–0.04.",1,Secondary,"Table 3, column 1, coeff of Edlerly care personnel",insignificant,,pop,2SLS,Panel,ivreg2,year,municipal,,
1,lundqvist-2014,grant-welfareemp,1,The Effect of grants on * personnel,"When disaggregating the total effect by sector, we find that personnel in the traditional welfare sectors are unaffected, a conclusion which applies to both publicly and privately employed in these sectors. The only positive and statistically significant effect of grants is that on administrative personnel // The only positive, statistically significant effect is the one on administrative personnel, for which the estimates are around 0.03–0.04.",1,Secondary,"Table 3, column 1, coeff of Socail welfare personnel",insignificant,,pop,2SLS,Panel,ivreg2,year,municipal,,
1,lundqvist-2014,grant-technicalemp,1,The Effect of grants on * personnel,"When disaggregating the total effect by sector, we find that personnel in the traditional welfare sectors are unaffected, a conclusion which applies to both publicly and privately employed in these sectors. The only positive and statistically significant effect of grants is that on administrative personnel // The only positive, statistically significant effect is the one on administrative personnel, for which the estimates are around 0.03–0.04.",1,Secondary,"Table 3, column 1, coeff of Technical personnel",insignificant,,pop,2SLS,Panel,ivreg2,year,municipal,,
1,ortagus-2024,fund-totalrevenue,1,The Effect of local funding on total institutional revenue for  all public community colleges,"We show that local funding is positively related to total institutional revenue for the pooled sample including all public community colleges, suggesting that local appropriations can supplement state appropriations in ways that benefit a historically underfunded sector of higher education. //  Table 3 includes the pooled sample of public community colleges, rural community colleges, and community colleges serving a below- or above-average share of racially minoritized or low-income students, respectively. In our analyses, we found a positive relationship between community colleges’ level of reliance on local funding and various measures of total institutional revenue; however, these findings did not hold for all types of community colleges. // In the pooled sample including all public community colleges in the United States, a community college’s level of reliance on local funding was positively associated with total institutional revenue. When a community college’s level of reliance on local funding increased by 10 percentage points, its total institutional revenue increased between 2.5% and 3.6%.",1,Primary,"Table 3, column 4, coeff of local funding, for All community colleges","positive, significant",,"pop, fteug",FE,Panel,reghdfe,year,college,,
1,ortagus-2024,fund-ruralrevenue,1,The Effect of local funding on total institutional revenue for  rural community colleges,"However, we also show that community colleges’ level of reliance on local funding is negatively related to their total institutional revenue for rural community colleges and community colleges serving an above-average share of low-income students. //  Table 3 includes the pooled sample of public community colleges, rural community colleges, and community colleges serving a below- or above-average share of racially minoritized or low-income students, respectively. In our analyses, we found a positive relationship between community colleges’ level of reliance on local funding and various measures of total institutional revenue; however, these findings did not hold for all types of community colleges. // For rural community colleges, their level of reliance on local funding was negatively related to total institutional revenue. Specifically, rural community colleges experienced a decrease between 3.8% and 5.4% in total institutional revenue when their level of reliance on local funding increased by 10 percentage points.",1,Secondary,"Table 3, column 4, coeff of local funding, for Rural community colleges","negative, significant",,"pop, fteug",FE,Panel,reghdfe,year,college,,
1,antecol-2018,clock-mentenure,1,The effect of tenure clock stopping policies on male tenure rates,"Using a unique dataset on the universe of assistant professor hires at top-50 economics departments from 1980–2005, we show that the adoption of gender-neutral tenure clock stopping policies substantially reduced female tenure rates while substantially increasing male tenure rates. // Panel B shows that men whose first job was at a top-50 university with a gender-neutral tenure clock stopping policy in place for more than three years have a 17.6 percentage point tenure rate advantage over men at the same university prior to the implementation of any policy",1,Co-Primary,"Table 2, Column 1, Panel B, Coeff of Men GNCS","positive, significant",Yes,faculty,FE,Panel,reg,year,university,,
1,antecol-2018,clock-womentenure,1,The effect of tenure clock stopping policies on female tenure rates,"Using a unique dataset on the universe of assistant professor hires at top-50 economics departments from 1980–2005, we show that the adoption of gender-neutral tenure clock stopping policies substantially reduced female tenure rates while substantially increasing male tenure rates. // In contrast, the adoption of a gender-neutral policy negatively affects women in our sample. ",1,Co-Primary,"Table 2, Column 1, Panel B, Coeff of Women GNCS","negative, significant",Yes,faculty,FE,Panel,reg,year,university,,
1,antecol-2018,clock-gendergap,1,The effect of tenure clock stopping policies on gender tenure gap,"Using a unique dataset on the universe of assistant professor hires at top-50 economics departments from 1980–2005, we show that the adoption of gender-neutral tenure clock stopping policies substantially reduced female tenure rates while substantially increasing male tenure rates. //Column 2 shows that the gender gap in tenure attainment at the typical policy university increased by 37 percentage points after implementation of the policy",1,Co-Primary,"Table 2, Column 2, Panel B, Coeff of Men GNCS","positive, significant",Yes,faculty,FE,Panel,reg,year,university,,
1,shores-2019,recession-math,1,The effect of recession on math score,"Employing a difference-in-differences strategy that leverages both cross-county variation in the economic shock of the recession and within-county, cross-cohort variation in school-age years of exposure to the recession, we find that declines in student math and ELA achievement were greater for cohorts of students attending school during the Great Recession in communities most adversely affected by recession-induced employment shocks. //Controlling for changes in achievement following the end of recession-induced spending declines among cohorts with different years of exposure and recessionary intensity (Table 5, Panel A, columns 2 and 4), we find that students most adversely affected by the recession (i.e., β) realized lower math and ELA achievement, on average, on the order of −0.026 and −0.025 standard deviations, respectively, for each additional school-age year of exposure.",1,Co-Primary,"Table 5, column 2, Coeff of RIq = 4 * Exposure","negative, significant",,tot2007,DID,Panel,reg,year,U.S. county,,
1,shores-2019,recession-english,1,The effect of recession on english language art score,"Employing a difference-in-differences strategy that leverages both cross-county variation in the economic shock of the recession and within-county, cross-cohort variation in school-age years of exposure to the recession, we find that declines in student math and ELA achievement were greater for cohorts of students attending school during the Great Recession in communities most adversely affected by recession-induced employment shocks. //Controlling for changes in achievement following the end of recession-induced spending declines among cohorts with different years of exposure and recessionary intensity (Table 5, Panel A, columns 2 and 4), we find that students most adversely affected by the recession (i.e., β) realized lower math and ELA achievement, on average, on the order of −0.026 and −0.025 standard deviations, respectively, for each additional school-age year of exposure.",1,Co-Primary,"Table 5, column 4, Coeff of RIq = 4 * Exposure","negative, significant",,tot2007,DID,Panel,reg,year,U.S. county,,
1,bostwick-2022,switch-graduate,1,The effect of switching from quarters to semesters on graduation rate,"Using panel data on the near universe of four-year nonprofit institutions and leveraging quasi-experimental variation in calendars across institutions and years, we show that switching from quarters to semesters negatively impacts on-time graduation rates. // The results from the main specification (column 4), which include the full set of controls, indicate that switching from a quarter system to a semester system reduces four-year graduation rates by 3.7 pp, on average, for the fully treated cohorts. ",1,Primary,"Table 3A, column 4, Panel A, coeff of G2 - fully treated","negative, significant",,totcohortsize,DID,Panel,areg,,,,
1,grier-2024,reform-lf,1,The effects of reform on labor force % female,I find that these jumps have a positive and significant effect in both cases--economic freedom is good for women’s labor force opportunities and female education.,1,Co-Primary,"Table 5, column Labor force % female, coeff of PS: nearest neighbor","positive, significant",,pop,propensity score matching,Panel,psmatch2,year,country,,
1,grier-2024,reform-schooling,1,The effects of reform on schooling,I find that these jumps have a positive and significant effect in both cases--economic freedom is good for women’s labor force opportunities and female education.,1,Co-Primary,"Table 5, column Primary schooling, coeff of PS: normal kernel","positive, significant",,pop,propensity score matching,Panel,psmatch2,year,country,,
1,abouk-2013,strong-accident,1,"The Effect of strong texting bans on single-vehicle, single-occupant accidents","Using vehicular fatality data from across the United States and standard difference-in-differences techniques, bans appear moderately successful at reducing single-vehicle, single-occupant accidents if bans are universally applied and enforced as a primary offense // In column 2, we separate the effects by “weak” and “strong” bans with the simplest set of controls used from column 1. The strong ban effects are negative and significant, suggesting an 8.1 percent reduction in accidents. Given there were 16.1 single-vehicle, single-occupant accidents a month in states before a ban was put in place, this suggests that accidents are reduced by about 1.3 per month per state or roughly 800 lives per year nationally if there were a national ban with universal coverage and primary enforcement",1,Co-Primary,"Table 3, column 2, coeff of Texting ban in place × universally applied, primarily enforced","negative, significant",,pop,DID,Panel,reg,year,state,,
1,abouk-2013,weak-accident,1,"The Effect of weak texting bans on single-vehicle, single-occupant accidents","Using vehicular fatality data from across the United States and standard difference-in-differences techniques, bans appear moderately successful at reducing single-vehicle, single-occupant accidents if bans are universally applied and enforced as a primary offense // On the other hand, column 2 reports an estimated effect of the weak texting bans that is positive. This means a poorly enforced ban might be worse than no ban at all. This finding is consistent with anecdotes of law enforcement officials being frustrated with bans that are difficult to enforce because of limited coverage.",1,Co-Primary,"Table 3, column 2, coeff of Texting ban in place × limited coverage/enforcement","positive, significant",,pop,DID,Panel,reg,year,state,,
1,kumar-2024,hel-labor,1,The Effects of HEL on LFPR,"Using state-level as well as micro data, we find that easier access to housing credit led to a notably lower labor force participation rate between 1997 and 2007 // Panel A of Table 3 reports results for the conventional DID specification in equation (1). Column 1 shows estimates from the basic DID model with just state and time fixed effects, without other covariates. Relative to the pretreatment period (1992–1997), the LFPR in Texas declined about 1 percentage point more than in the remaining states (β̂<sub>HEL</sub> = −1.08) after the 1997 amendment allowing HELs. The combined impact of HELs and HELOC after 2003 (β̂<sub>HELOC</sub> = −2.07) was roughly twice that of HELs. Although conventional standard errors reflect significance, Conley-Taber 90 percent confidence intervals for β̂<sub>HEL</sub> include zero. // Finally, the specification in column 6 addresses the concern that Texas followed a different timeline from most other states in easing bank branching restrictions following the Interstate Banking and Branching Efficiency Act of 1994. //Column 6 of Table 3 suggests that accounting for differences in bank branching restrictions raises the size of the estimated treatment effects for both HELs and HELOC.",1,Co-Primary,"Table 3, column 6, Panel A, coeff of Texas × 1998–2003","negative, significant",,beapop,DID,Panel,reg,year,state,,
1,kumar-2024,heloc-labor,1,The Effects of HEL and HELOC on LFPR,"Using state-level as well as micro data, we find that easier access to housing credit led to a notably lower labor force participation rate between 1997 and 2007 // Panel A of Table 3 reports results for the conventional DID specification in equation (1). Column 1 shows estimates from the basic DID model with just state and time fixed effects, without other covariates. Relative to the pretreatment period (1992–1997), the LFPR in Texas declined about 1 percentage point more than in the remaining states (β̂<sub>HEL</sub> = −1.08) after the 1997 amendment allowing HELs. The combined impact of HELs and HELOC after 2003 (β̂<sub>HELOC</sub> = −2.07) was roughly twice that of HELs. Although conventional standard errors reflect significance, Conley-Taber 90 percent confidence intervals for β̂<sub>HEL</sub> include zero. // Finally, the specification in column 6 addresses the concern that Texas followed a different timeline from most other states in easing bank branching restrictions following the Interstate Banking and Branching Efficiency Act of 1994. //Column 6 of Table 3 suggests that accounting for differences in bank branching restrictions raises the size of the estimated treatment effects for both HELs and HELOC.",1,Co-Primary,"Table 3, column 6, Panel A, coeff of Texas × post 2003","negative, significant",,beapop,DID,Panel,reg,year,state,,
1,martinez-2017,school-health,1,The effect of School Construction on Primary health center in the village,"The results show that the program led to important increases in the provision of public goods. //Each panel of Table 3 presents the results for one of the three main public good outcomes. As we can see, the interaction coefficients of the post dummy and the measures of INPRES intensity are positive and statistically significant. //In this section, I explore whether the results are robust to alternative econometric specifications and different sets of controls. Table 5 displays the robustness checks on the results presented in Table 3. Column 1 includes controls for log population. The results are highly robust, hence, reducing the concern that different sizes of villages could affect the results.",1,Co-Primary,"Table 5, column 1, Panel A, coeff of post × num. INPRES schools","positive, significant",,population,DID,Panel,reg,year,village,,
1,martinez-2017,school-doctor,1,The effect of School Construction on Doctors in the village,"The results show that the program led to important increases in the provision of public goods. //Each panel of Table 3 presents the results for one of the three main public good outcomes. As we can see, the interaction coefficients of the post dummy and the measures of INPRES intensity are positive and statistically significant. //In this section, I explore whether the results are robust to alternative econometric specifications and different sets of controls. Table 5 displays the robustness checks on the results presented in Table 3. Column 1 includes controls for log population. The results are highly robust, hence, reducing the concern that different sizes of villages could affect the results.",1,Co-Primary,"Table 5, column 1, Panel B, coeff of post × num. INPRES schools","positive, significant",,population,DID,Panel,reg,year,village,,
1,martinez-2017,school-water,1,The effect of School Construction on Access to safe drinking water,"The results show that the program led to important increases in the provision of public goods. //Each panel of Table 3 presents the results for one of the three main public good outcomes. As we can see, the interaction coefficients of the post dummy and the measures of INPRES intensity are positive and statistically significant. //In this section, I explore whether the results are robust to alternative econometric specifications and different sets of controls. Table 5 displays the robustness checks on the results presented in Table 3. Column 1 includes controls for log population. The results are highly robust, hence, reducing the concern that different sizes of villages could affect the results.",1,Co-Primary,"Table 5, column 1, Panel C, coeff of post × num. INPRES schools","positive, significant",,population,DID,Panel,reg,year,village,,
1,anderson-2015,mld-all,1,The effect of MLD on all social programs,"Elite minorities undermine policies that would redistribute income toward the majority poor. We explore the means by which elites use their dominance of land ownership and traditional social superiority to achieve political control in light of successful majoritarian institutional reforms// The model also predicts that MPROP, represented by β2 (of (12)), should have no effect on the level of programs once MLD and the interaction between MLD and MPROP are included in the regression // As can be seen from Table 2, the results are consistent with these predictions of the model. Programs (1) and BPL programs (1), from the household surveys are, on average, 1.01 and 0.42 lower, respectively, in MLD villages",1,Co-Primary,"Table 2, column 1, Programs (village data), coeff of All programs (1)","negative, significant",,gppop,FE,cross-sectional,dprobit,,village,,
1,anderson-2015,mld-poor,1,The effect of MLD on all programs directly targeted to individuals below the poverty line,"Elite minorities undermine policies that would redistribute income toward the majority poor. We explore the means by which elites use their dominance of land ownership and traditional social superiority to achieve political control in light of successful majoritarian institutional reforms// The model also predicts that MPROP, represented by β2 (of (12)), should have no effect on the level of programs once MLD and the interaction between MLD and MPROP are included in the regression // As can be seen from Table 2, the results are consistent with these predictions of the model. Programs (1) and BPL programs (1), from the household surveys are, on average, 1.01 and 0.42 lower, respectively, in MLD villages",1,Co-Primary,"Table 2, column 1, Programs (village data), coeff of BPL programs (1)","negative, significant",,gppop,FE,cross-sectional,dprobit,,village,,
1,anderson-2015,mld-income,1,The effect of MLD on income programs,"Elite minorities undermine policies that would redistribute income toward the majority poor.  // We predict clientelism leading to fewer programs, more insurance, but lower wages when vote trading occurs—this is precisely what we find. // Income Programs are 0.98 lower in MLD villages, implying a decline of around 9 percent in the average village when accounting for the interaction term. As also expected, we find no significant effects of MLD on Non-Income Programs.",1,Co-Primary,"Table 2, column 1, Programs (village data), coeff of income programs (1)","negative, significant",,gppop,FE,cross-sectional,dprobit,,village,,
1,anderson-2015,mld-nonincome,1,The effect of MLD on non-income programs,"Elite minorities undermine policies that would redistribute income toward the majority poor.  // We predict clientelism leading to fewer programs, more insurance, but lower wages when vote trading occurs—this is precisely what we find. // Income Programs are 0.98 lower in MLD villages, implying a decline of around 9 percent in the average village when accounting for the interaction term. As also expected, we find no significant effects of MLD on Non-Income Programs.",1,Co-Primary,"Table 2, column 1, Programs (village data), coeff of non-income programs (1)",insignificant,,gppop,FE,cross-sectional,dprobit,,village,,
1,he-2017,cgvo-poor,1,The effect of Lag CGVOs on the Registration of poor households,We find that introducing CGVOs into the village governance system improves the targeting and implementation of the central government’s social assistance programs.// The regression results in columns 1 to 4 show that both current CGVO and lagged CGVO are positively associated with a higher number of registered poor households.,1,Co-Primary,"Table 4, column 2, coeff of L.CGVO","positive, significant",,nc3_16,FE,Panel,reg,year,village,,
1,he-2017,lcgvo-poor,1,The effect of Lag CGVOs on the Registration of poor households,We find that introducing CGVOs into the village governance system improves the targeting and implementation of the central government’s social assistance programs.// The regression results in columns 1 to 4 show that both current CGVO and lagged CGVO are positively associated with a higher number of registered poor households.,1,Co-Primary,"Table 4, column 4, coeff of L.CGVO","positive, significant",,nc3_16,FE,Panel,reg,year,village,,
1,he-2017,cgvo-disable,1,"The effect of CGVOs on the Registration of People with disabilities (per 1000, log)","We find that introducing CGVOs into the village governance system improves the targeting and implementation of the central government’s social assistance programs.// In columns 5 to 8, we complement this analysis by providing results for another relevant variable: the number of residents with disabilities in a village. Once a villager’s disability is registered in the government system, he/she automatically becomes a potential beneficiary for relevant social assistance programs. We see that the number of residents with disabilities increases in villages with CGVOs, and this effect is larger for the one-year lagged CGVO indicator. Since CGVOs are unlikely to cause more villagers to become disabled, the only reasonable explanation for this pattern is their registration of villagers with existing disabilities.",1,Co-Primary,"Table 4, column 6, coeff of CGVO","positive, insignificant",,village_pop,FE,Panel,reg,year,village,,
1,he-2017,lcgvo-disable,1,"The effect of Lag CGVOs on the Registration of People with disabilities (per 1000, log)","We find that introducing CGVOs into the village governance system improves the targeting and implementation of the central government’s social assistance programs.// In columns 5 to 8, we complement this analysis by providing results for another relevant variable: the number of residents with disabilities in a village. Once a villager’s disability is registered in the government system, he/she automatically becomes a potential beneficiary for relevant social assistance programs. We see that the number of residents with disabilities increases in villages with CGVOs, and this effect is larger for the one-year lagged CGVO indicator. Since CGVOs are unlikely to cause more villagers to become disabled, the only reasonable explanation for this pattern is their registration of villagers with existing disabilities.",1,Co-Primary,"Table 4, column 8, coeff of L.CGVO","positive, significant",,village_pop,FE,Panel,reg,year,village,,
1,he-2017,cgvo-subsidize,1,"The effect of CGVOs on Subsidized population (per 1000, log)","Having confirmed that CGVOs help register poor households for social assistance programs, we test whether poor households indeed benefit from these programs in Table 5. // In columns 1 to 4, we find that CGVOs have a positive impact on the subsidized population. The estimated coefficients range from 0.19 to 0.21. The magnitude of the estimated coefficient of the lagged CGVO dummy is slightly larger than that of the original CGVO dummy",1,Co-Primary,"Table 5, column 2, coeff of CGVO","positive, significant",,village_pop,FE,Panel,reg,year,village,,
1,he-2017,lcgvo-subsidize,1,"The effect of Lag CGVOs on Subsidized population (per 1000, log)","Having confirmed that CGVOs help register poor households for social assistance programs, we test whether poor households indeed benefit from these programs in Table 5. // In columns 1 to 4, we find that CGVOs have a positive impact on the subsidized population. The estimated coefficients range from 0.19 to 0.21. The magnitude of the estimated coefficient of the lagged CGVO dummy is slightly larger than that of the original CGVO dummy",1,Co-Primary,"Table 5, column 4, coeff of L.CGVO","positive, significant",,village_pop,FE,Panel,reg,year,village,,
1,dellavigna-2014,radio-vote,1,The effect of Serbian Radio on Vote for Extreme Nationalists,"As a result, the vote for extreme nationalist parties is higher and ethnically offensive graffiti are more common in Croatian villages with Serbian radio reception.// Table 3 presents the results of the estimation of equation (2) for the vote share of extreme nationalistic parties in the baseline sample with only county fixed effects as controls (column 1), with geographic and Census demographic controls (column 2), and with all controls (column 3). In the specification with most controls (column 3), the availability of Serbian radio increases the vote share for the extreme nationalist parties by 2.6 percentage points relative to a baseline vote share of 7 percentage points a statistically and economically significant effect.",1,Co-Primary,"Table 3, column 3, coeff of At least one Serbian (RTS) radio available","positive, significant",,population,OLS,cross-sectional,reg,,village,,
1,dellavigna-2014,radio-graffiti,1,The effect of Serbian Radio on offensive graffiti,"As a result, the vote for extreme nationalist parties is higher and ethnically offensive graffiti are more common in Croatian villages with Serbian radio reception.//// Using a probit specification with equal weighting (Table 5 and online Appendix Figure 6e), we find that in villages with Serbian radio the probability of ethnically offensive graffiti in the streets is 35 to 40 percentage points larger, that is, about double as compared to the villages with no Serbian radio, a statistically significant difference.",1,Co-Primary,"Table 5, column 3, coeff of At least one Serbian (RTS) radio available","positive, significant",,,,,,,,,
1,weber-2025,spend-virtual,1,Effect of school spending on days of virtual instruction,"We find that spending adequacy significantly and substantially predicts time spent in virtual instruction: for every $1,000 positive change in adequacy (closing a gap and/or adding to a surplus), the time spent in virtual schooling decreases 0.9 percentage points. A one standard deviation positive change in adequacy, therefore, results in 12.8 fewer days of virtual instruction. ",1,Primary,"Table 2, column 4, coeff of NECM Adequacy Gap/Surplus per Pupil ($1,000s)","negative, significant",,,FE,Panel,reg,year,U.S. school district,,
1,baron-2022,spend-dropout,1,Effect of increases in operational spending on dropout rate,"Leveraging close elections in a dynamic regression discontinuity framework, I find that increases in operational spending have substantial positive effects on test scores, dropout rates, and postsecondary enrollment. // The estimates across all three specifications in Table  5 show that narrowly passing an operational referendum decreases the district’s dropout rate by an average of 0.07 to 0.11 percentage points across all 10 postelection years. This effect corresponds to roughly a 7 percent to 11 percent decline relative to the average rate in the sample",1,Co-Primary,"Table 5, Panel B, column 1, coeff of Dropout rate","negative, significant",,student_count,RD,Panel,areg,year,U.S. school district,,
1,baron-2022,spend-score,1,Effect of increases in operational spending on average math score,"Leveraging close elections in a dynamic regression discontinuity framework, I find that increases in operational spending have substantial positive effects on test scores, dropout rates, and postsecondary enrollment. // The estimates across all three specifications in Table 5 show that across all postelection years, the percent of students who score advanced or proficient is roughly 4 to 6 percentage points higher in districts that narrowly passed an operational referendum",1,Co-Primary,"Table 5, Panel B, column 1, coeff of Average tenth grade math score","positive, significant",,num_takers_math10,RD,Panel,areg,year,U.S. school district,,
1,baron-2022,spend-postenroll,1,Effect of increases in operational spending on postsecondary enrollment,"Leveraging close elections in a dynamic regression discontinuity framework, I find that increases in operational spending have substantial positive effects on test scores, dropout rates, and postsecondary enrollment. // Across all three specifications, the estimates in Table 5 indicate that narrowly passing an operational referendum increases postsecondary enrollment within Wisconsin by 7 percent to 14 percent across all postelection years.",1,Co-Primary,"Table 5, Panel B, column 1, coeff of log(postsecondary enrollment)","positive, significant",,student_count,RD,Panel,areg,year,U.S. school district,,
1,fernandez-2021,hurr-health,1,Effect of hurricane on the number of health-care providers,"Maria reduced the number of health-care providers by 6.5 percent, as seen in panel A, Table 2",0,Co-Primary,"Table 2, Panel A, column 1, coeff of Act14/hurricane","negative, significant",,i_pop,FE,Panel,xtpoisson,year,state,,
1,fernandez-2021,hur-phy,1,Effect of hurricane on the number of physician-office counts,"Next, I use county-level data on the number of physician-office counts, where I can use quarter-year fixed effects in conjunction with county fixed effects to control for more unobserved differences between areas. I find that the number of physician offices per county reported by the QCEW declined by 2.5 percent",0,Co-Primary,"Table 2, Panel A, column 7, coeff of Act14/hurricane","negative, significant",,i_pop,FE,Panel,xtpoisson,Quarter,U.S. county,,
1,fernandez-2021,hur-phyrate,1,Effect of hurricane on the per capita ratio of physician,but the per capita ratio increased by 5.7 percent.,0,Co-Primary,"Table 2, Panel B, column 7, coeff of Act14/hurricane","positive, significant",,i_pop,FE,Panel,xtpoisson,Quarter,U.S. county,,
1,jacob-2024,covid-turnout,1,Effect of COVID-19 on Voter Turnout,"I find that school board elections following the onset of the COVID-19 pandemic were more likely to be contested and that voter turnout in contested elections increased. // To control for extraneous factors that may be correlated with turnout, I estimate a series of OLS regressions. The results are presented in Table 5. Note that because the outcome is a logarithm, I will interpret the coefficients as approximate percent changes in turnout. Column 1 shows that turnout is 25% higher in elections taking place after March 10, 2020. This differential shrinks to 21% when I control for district and election characteristics (column 2).",1,Primary,"Table 5, column 2, coeff of After March 2020","positive, significant",,tot_enroll,OLS,cross-sectional,reg,,U.S. school district,,
1,gonzalez-2025,punish-drugcrime,1,Effect of Punishments for Medium Probability of Detection,"Using increases in punishment severity in drug-free school zones along with changes in the probability of detection resulting from a community crime-monitoring program, we demonstrate that drug-related crime drops in blocks just within the drug-free school zones, where punishments are more severe, but only if the monitoring intensity – and hence the probability of detection – is at intermediate levels.//Column (2) of Table 1 presents results in which we allow the effect of severe punishments to depend on the probability of detection. Consistent with our conceptual framework, we find significant evidence of this dependence: namely, an increase in the severity of punishments has a negative and significant effect on drug-related crime when the probability of detection is at moderate levels (i.e., in SPP-adjacent blocks) but not when the probability of detection is high (SPP blocks) or low (non-monitored blocks). Specifically, our estimate of  indicates that when the probability of detection is at intermediate levels, an increase in the severity of punishments leads to 0.132 fewer annual drug-related crimes per block per year. Compared to the baseline mean (i.e., the average number of drug-related crimes in non-drug-free blocks prior to the introduction of SPP), this represents a 25 percent decline (the baseline mean is 0.525). That is, for every 10 drug crimes, there is a decrease of 2.5 drug crimes. ",1,Co-Primary,"Table 1, column 2, coeff of Drug-free ×Adj. block","negative, significant",,drug_AM,OLS,Panel,reghdfe,year,U.S. census block,,
1,gonzalez-2025,punishspp-drugcrime,1,Effect of Punishments for High Probability of Detection,"Using increases in punishment severity in drug-free school zones along with changes in the probability of detection resulting from a community crime-monitoring program, we demonstrate that drug-related crime drops in blocks just within the drug-free school zones, where punishments are more severe, but only if the monitoring intensity – and hence the probability of detection – is at intermediate levels.//Column (2) of Table 1 presents results in which we allow the effect of severe punishments to depend on the probability of detection. Consistent with our conceptual framework, we find significant evidence of this dependence: namely, an increase in the severity of punishments has a negative and significant effect on drug-related crime when the probability of detection is at moderate levels (i.e., in SPP-adjacent blocks) but not when the probability of detection is high (SPP blocks) or low (non-monitored blocks). Specifically, our estimate of  indicates that when the probability of detection is at intermediate levels, an increase in the severity of punishments leads to 0.132 fewer annual drug-related crimes per block per year. Compared to the baseline mean (i.e., the average number of drug-related crimes in non-drug-free blocks prior to the introduction of SPP), this represents a 25 percent decline (the baseline mean is 0.525). That is, for every 10 drug crimes, there is a decrease of 2.5 drug crimes. In contrast, in blocks where the probability of detection is high or low, we do not find any evidence to suggest that crimes respond to increases in the severity of punishments.",1,Co-Primary,"Table 1, column 2, coeff of Drug-free ×SPP",insignificant,,drug_AM,OLS,Panel,reghdfe,year,U.S. census block,,
1,pandey-2010,landlord-governance1,1,Effect of being landlord districts on Village meetings,"This paper provides microlevel evidence of how past institutions impact present economic outcomes. It looks at the impact of colonial land tenure institutions on local governance and education outcomes in northern India. // Village meetings are held less often (17 percent fewer meetings, p-value = 0.00) in GPs in landlord districts. The education and health committees and PTAs also meet less often (p-value ≤ 0.03) in these GPs. // We add controls for GP population: population size, density, and shares of mid- and low-caste populations. The coefficient on the variable landlord remains significant and is larger in magnitude. Results remain similar when we control for other observed GP characteristics (Table 4). ",1,Co-Primary,"Table 4, column 3, coeff of Landlord, dependent variable Village meetings","negative, significant",Yes,"totpop, toenr",OLS,cross-sectional,reg,,Indian district,,
